25.125420262315302,60.58940005,3472,70
25.125420262315302,60.58940005,5726,24
25.125420262315302,60.58940005,4443,35
25.125420262315302,60.58940005,3518,72
25.125420262315302,60.58940005,3976,60
25.1423931866032,60.59165685,4636,67
25.1423931866032,60.59165685,5684,37
25.1423931866032,60.59165685,4740,67
25.1423931866032,60.59165685,4740,67
25.1423931866032,60.59165685,5738,37
25.1423931866032,60.59165685,3292,67
25.1423931866032,60.59165685,3844,67
25.1423931866032,60.59165685,5681,26
25.1267827059687,60.588641599999995,5909,29
25.1267827059687,60.588641599999995,4521,67.5
25.1267827059687,60.588641599999995,6215,29
25.1267827059687,60.588641599999995,5626,29
25.1267030409283,60.59202445,3870,55
25.1267030409283,60.59202445,2716,55
25.1267030409283,60.59202445,3873,63
25.1267030409283,60.59202445,3826,63
25.1267030409283,60.59202445,3319,51
25.1267030409283,60.59202445,3851,48
25.124740056363503,60.58916925,4386,72
25.124740056363503,60.58916925,3476,60
25.124740056363503,60.58916925,3310,60
25.124740056363503,60.58916925,3617,57
25.124740056363503,60.58916925,4243,40
25.124740056363503,60.58916925,3657,72
25.1425212417274,60.5948517,6431,26
25.1425212417274,60.5948517,4716,75
25.133704695033803,60.5892468,5307,36.5
25.133704695033803,60.5892468,6322,19.5
25.133704695033803,60.5892468,3794,86
25.133704695033803,60.5892468,5981,18.5
25.133704695033803,60.5892468,7092,19.5
25.133704695033803,60.5892468,7248,19
25.133704695033803,60.5892468,8090,19
25.133704695033803,60.5892468,4197,37
25.133704695033803,60.5892468,8486,18.5
25.113521033528702,60.59885679999999,3322,78
25.113521033528702,60.59885679999999,4943,25
25.113511428998198,60.594232049999995,3560,60
25.113511428998198,60.594232049999995,3186,47
25.1140114,60.5940667,3870,55
25.1140114,60.5940667,4280,73
25.1138765058172,60.5978186,3688,88
25.1138765058172,60.5978186,5062,37
25.14121825,60.5948625,3105,79.5
25.14121825,60.5948625,3617,57
25.14121825,60.5948625,3533,79.5
25.14121825,60.5948625,3332,79.5
25.14121825,60.5948625,5150,27.5
25.14121825,60.5948625,4998,27.5
25.14121825,60.5948625,5688,27.5
25.127627736453,60.592003399999996,5293,60
25.127627736453,60.592003399999996,4643,60
25.139508430394002,60.5968132,6066,26
25.139508430394002,60.5968132,5844,26.1
25.139508430394002,60.5968132,3785,51.7
25.139508430394002,60.5968132,3901,51.7
25.139508430394002,60.5968132,6423,26.1
25.139508430394002,60.5968132,5642,34.7
25.112031001184,60.5960823,3583,109.5
25.112031001184,60.5960823,4347,54
25.112031001184,60.5960823,3531,69.5
25.112031001184,60.5960823,4513,54
25.112031001184,60.5960823,3344,109.5
25.112806638737002,60.596137399999996,3038,47.5
25.112806638737002,60.596137399999996,4088,45.5
25.112806638737002,60.596137399999996,3260,68.5
25.112806638737002,60.596137399999996,3978,45.5
